,Name,JapaneseName,Station,Restaurant_Type_1,Restaurant_Type_2,DinnerLowPrice,DinnerHighPrice,LunchLowPrice,LunchHighPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,IsJapaneseCuisine
422,OICHO,おいちょ,Kiyomizu Gojo,Fowl,Hot Pot (other),"¥3,000","¥3,999",,,3.09,3.09,3.07,30,34.99947188,135.7669881,TRUE
423,teppanyakiaoi,鉄板焼　葵,Kyoto,Teppanyaki,Japanese food (other),"¥10,000","¥14,999","¥4,000","¥4,999",3.09,3.07,3.15,11,34.9861625,135.7525049,TRUE
424,yakinikuyaruki,焼肉やる気 山科店,Nagitsuji,Yakiniku (BBQ Beef),Korean cuisine,"¥2,000","¥2,999",,,3.01,3.01,,24,34.97160262,135.8130071,FALSE
425,Kyoutosakabaakamaru,京都酒場赤まる,Omiya,Izakaya (Tavern),,"¥3,000","¥3,999",,,3.45,3.45,,15,35.00229191,135.7542582,TRUE
426,Sara Sara,栞屋 さらさら,Shijo,Izakaya (Tavern),Dumplings,"¥2,000","¥2,999",,,3.06,3.06,,11,35.0012702,135.7612663,TRUE
427,Southern Court,サザンコート,Kyoto,Dining bar,Western (Others),"¥3,000","¥3,999","¥2,000","¥2,999",3.58,3.56,3.54,82,34.98607818,135.7595916,FALSE
428,Gionshimmonsou,祇をん新門荘,Sanjo Keihan,Ryokan,Kaiseki (Traditional Japanese),"¥4,000","¥4,999","¥3,000","¥3,999",3.03,3.03,,4,35.00645072,135.775183,TRUE
429,Tenkanoyakinikudaishougun,天下の焼肉 大将軍 四条大宮店,Omiya,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999",¥0,¥999,3.2,3.04,3.36,27,35.00325534,135.7498877,FALSE
430,il pozzo,イル ポッツオ,Karasuma Oike,Italian,Pasta,"¥3,000","¥3,999","¥1,000","¥1,999",3.1,3.09,3.08,47,35.00792704,135.7552194,FALSE
431,kyouryouriuryuu,京料理 卯柳,Sanjo,Kaiseki (Traditional Japanese),Fugu (Blowfish),"¥8,000","¥9,999","¥3,000","¥3,999",3.23,3.15,3.16,15,35.00686005,135.771118,TRUE
432,Rakusenrou,楽仙樓,Karasuma,Chinese,Izakaya (Tavern),"¥2,000","¥2,999",¥0,¥999,3.5,3.36,3.38,66,35.00339025,135.761014,FALSE
433,Kishouzakura,貴匠桜,Kiyomizu Gojo,French,Creative cuisine,"¥6,000","¥7,999","¥3,000","¥3,999",3.31,3.31,3.06,18,34.99761692,135.7740637,FALSE
434,ryoushigoya,舞鶴港 漁師小屋,Nishi Maizuru,Izakaya (Tavern),Seafood,"¥3,000","¥3,999","¥1,000","¥1,999",3.39,3.15,3.51,9,35.44836924,135.3272909,TRUE
435,nikubarudakara,ニクバルダカラ 京都四条烏丸店,Karasuma,Izakaya (Tavern),Steak,"¥3,000","¥3,999",¥0,¥999,3.04,3.04,3.03,6,35.00353784,135.7607423,TRUE
436,BARVIDA,バルビダ イオンモール京都桂川店,Katsuragawa,Dining bar,Teppanyaki,"¥2,000","¥2,999",¥0,¥999,3.04,3.04,3.04,10,34.96517699,135.7064953,TRUE
437,kafeandodainingubambi,Cafe&dining Bambi,Kyoto Shiyakusho Mae,Italian,Cafe,"¥3,000","¥3,999",¥0,¥999,3.19,3.19,3.05,21,35.00785457,135.7654706,FALSE
438,Erudoru,エルドール,Matsugasaki,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999","¥1,000","¥1,999",3.09,3.07,3.13,13,35.0513845,135.7738588,TRUE
439,Ippinhashinaga,逸品　はし長,Karasuma,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥2,000","¥2,999",3.51,3.35,3.51,15,35.00624023,135.7618188,TRUE
440,Nabetoshunsaitokyouryourikaryuu,鍋と旬菜と京料理 花柳,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥2,000","¥2,999",3.48,3.35,3.33,29,35.00739916,135.7711494,TRUE
441,kafeandodainingubambikarasuma,cafe & dining Bambi -KARASUMA-,Karasuma,Italian,Cafe,"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3.06,3.06,9,35.0060427,135.7586538,FALSE
442,Thiemuanfonvietto,Tiem an HUONG VIET,Karasuma Oike,Viet Nam cuisine,Asian & ethnic cuisine (and others),"¥4,000","¥4,999","¥1,000","¥1,999",3.41,3.1,3.51,50,35.01228782,135.7606804,FALSE
443,Kurepurikyoutoshanderu,クレープリー 京都シャンデレール,Karasuma,Crepes,Cafe,"¥1,000","¥1,999","¥1,000","¥1,999",3.53,3.44,3.51,52,35.00442689,135.7608754,TRUE
444,Risutoranteazekura,Ristorante Azekura,Kitayama,Italian,Restaurants (other),"¥10,000","¥14,999","¥4,000","¥4,999",3.07,3.08,3.07,20,35.05931897,135.7601765,FALSE
445,Saryouhassui,茶寮 八翠,Arashiyama,Cafe,Sweets,"¥2,000","¥2,999",,,3.51,3.06,3.51,40,35.01335571,135.6737122,TRUE
446,Sala Suite Caffe Rucola,サラ スイート カフェ ルーコラ,Shijo,Italian,Cafe,"¥3,000","¥3,999","¥1,000","¥1,999",3.38,3.39,3.27,99,35.00302995,135.757789,FALSE
447,Apollo+,アポロプラス,Karasuma Oike,Izakaya (Tavern),Seafood,"¥5,000","¥5,999",,,3.52,3.52,,39,35.0085589,135.7634008,TRUE
448,Houen,豊園,Shijo,Teppanyaki,,"¥10,000","¥14,999","¥5,000","¥5,999",3.07,3.08,3,15,35.00046119,135.7606764,TRUE
449,Furenchiman,仏男,Kyoto,Bistro,Seafood,"¥4,000","¥4,999",,,3.51,3.51,,13,34.98901789,135.7609719,TRUE
450,Arigatou,ありが十。,Keihan Yamashina,Izakaya (Tavern),Yakiniku (BBQ Beef),"¥3,000","¥3,999",,,3.02,3.02,,2,34.99077783,135.8158342,TRUE
451,Kyousainikushima,京菜　にくしま,Kawaramachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999",¥0,¥999,3.03,3.03,,14,35.00127838,135.7684999,TRUE
452,kurabuhausuminami,食楽部屋みなみ 京都駅八条口本店,Kyoto,Izakaya (Tavern),Korean cuisine,"¥3,000","¥3,999",¥0,¥999,3.05,3.05,,8,34.98378199,135.7566119,FALSE
453,Pittsusarubatorekuomoandoguriru,PIZZA SALVATORE CUOMO & GRILL 京都,Sanjo,Pizza,Italian,"¥3,000","¥3,999","¥1,000","¥1,999",3.07,3.08,3.07,191,35.00910507,135.7702213,FALSE
454,Fresco,フレスコ,Kyoto,Izakaya (Tavern),Spain,"¥3,000","¥3,999",,,3.03,3.03,,14,34.98709367,135.7618336,FALSE
455,Rengetsudiya,蓮月茶や,Higashiyama,Tofu,Yuba,"¥3,000","¥3,999","¥3,000","¥3,999",3.11,3.1,3.07,23,35.00701217,135.7822704,TRUE
456,gyuukushibunzou,牛串ぶんぞう 先斗町店,Sanjo,Izakaya (Tavern),Sumibiyaki,"¥4,000","¥4,999","¥1,000","¥1,999",3.04,3.04,,4,35.00807298,135.771021,TRUE
457,PREGO TOKICHI,プレーゴ藤吉,Kyoto Shiyakusho Mae,Italian,Sumibiyaki,"¥6,000","¥7,999","¥3,000","¥3,999",3.2,3.2,,12,35.01199866,135.7708145,FALSE
458,sumibiyakiyasaiyaoki,炭火焼野菜 八百起 烏丸店,Kyoto Shiyakusho Mae,Tempura,Izakaya (Tavern),"¥3,000","¥3,999",,,3.05,3.05,3.02,5,35.00791844,135.7650671,TRUE
459,Osakanazukkorobashi,御肴ずっころばし,Kyoto,Izakaya (Tavern),Japanese food (other),"¥4,000","¥4,999",,,3,3,,11,34.98295683,135.7605503,TRUE
460,Torimasa,鳥正 宇治大久保本店,Kutsukawa,Izakaya (Tavern),Fowl,"¥2,000","¥2,999",,,3,3,,11,34.86572109,135.7773284,TRUE
461,Aguuru,あーぐうる,Karasuma Oike,Okinawan Cuisine,Izakaya (Tavern),"¥3,000","¥3,999",¥0,¥999,3.5,3.44,3.43,62,35.00720953,135.759082,TRUE
462,Yakinikunonki,焼肉のんき,Higashino,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥1,000","¥1,999",¥0,¥999,3.07,3.02,3.07,22,34.98473154,135.8176852,TRUE
463,Adan,アダン 京都駅店,Kyoto,Izakaya (Tavern),Okinawan Cuisine,"¥3,000","¥3,999",,,3.31,3.31,,53,34.98774744,135.7588299,TRUE
464,Oushokuyakappa,欧食屋 Kappa,Shijo,Italian,Bar,"¥4,000","¥4,999",¥0,¥999,3.06,3.05,3.06,10,35.00119688,135.7616404,FALSE
465,Minari,美菜莉,Kyoto,Korean cuisine,table d'hôte,"¥2,000","¥2,999","¥1,000","¥1,999",3.05,3.04,3.05,18,34.98579236,135.7581953,FALSE
466,Daichinokura,大地の蔵,Higashi Maizuru,Izakaya (Tavern),,"¥3,000","¥3,999",,,3.05,3.05,,8,35.47559405,135.3953776,TRUE
467,sumibisute-kisakaikyoutosanjou,炭火ステーキ坂井 京都三条,Karasuma Oike,Steak,Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥1,000","¥1,999",3.5,3.09,3.53,14,35.00840383,135.7583487,TRUE
468,Ryuuhourakuenchura,琉泡楽園 美ら 舞鶴店,Nishi Maizuru,Okinawan Cuisine,Izakaya (Tavern),"¥3,000","¥3,999",,,3,3,,10,35.44491796,135.3279413,TRUE
469,Byuandodainingukotoshieru,ビュー＆ダイニング コトシエール,Kyoto,Modern French,Italian,"¥8,000","¥9,999","¥3,000","¥3,999",3.42,3.42,3.06,16,34.98671534,135.7595207,FALSE
470,Karin,花梨,Nijojo Mae,Chinese,Dandan noodles,"¥6,000","¥7,999","¥3,000","¥3,999",3.51,3.28,3.51,32,35.01245274,135.7527673,FALSE
471,Fujiya,藤や,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥8,000","¥9,999","¥5,000","¥5,999",3.09,3.1,3.07,7,35.00923644,135.7700163,TRUE
472,Kyoutokimurayahonten,京都木村屋本店 祇園花見小路,Gion Shijo,Izakaya (Tavern),Sukiyaki,"¥3,000","¥3,999","¥1,000","¥1,999",3.04,3.04,,8,35.0029136,135.7751934,TRUE
473,Joukoya,上古屋,Karasuma,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.22,3.22,,5,35.00602653,135.7552377,TRUE
474,Nikukappoubarugyugyu,肉割烹バル 牛牛 GYUGYU 祇園本店,Gion Shijo,Bar,Izakaya (Tavern),"¥4,000","¥4,999","¥2,000","¥2,999",3.06,3.06,3.06,22,35.0044232,135.7773107,TRUE
475,furenchigiombarumaruhashi,フレンチ祇園バル 丸橋,Gion Shijo,Bar,French,"¥3,000","¥3,999",¥0,¥999,3.54,3.54,3.14,54,35.00453282,135.7723155,FALSE
476,nikubaruginjirou,肉バル銀次郎 烏丸御池本店,Karasuma Oike,Bar,Italian,"¥3,000","¥3,999",¥0,¥999,3.52,3.5,3.48,39,35.01118597,135.7549694,FALSE
477,Sumibikushiyakitsujiya,炭火串焼つじや 京都駅前店,Kyoto,Izakaya (Tavern),Kushiyaki (Grilled skewer),"¥3,000","¥3,999",,,3.05,3.05,,11,34.98728598,135.7546971,TRUE
478,Gyararishioriya,ぎゃらりぃ栞屋,Kyoto,Izakaya (Tavern),Nihonshu (Japanese sake),"¥4,000","¥4,999",,,3.27,3.27,,19,34.98938059,135.7586398,TRUE
479,Kyounishikiobanzaibyuffehinataya,京・錦 おばん菜ビュッフェ ひなたや,Kawaramachi,Buffet style,Kyoto Cuisine,"¥1,000","¥1,999","¥1,000","¥1,999",3.03,3.03,3,15,35.00507096,135.7646556,TRUE
480,kamanzanijoumarufuku,釜座二条 丸福,Marutamachi,Izakaya (Tavern),Tempura,"¥3,000","¥3,999",,,3.45,3.45,,9,35.0137171,135.7556754,TRUE
481,coLLabo,コラボ,Karasuma Oike,Cafe,Hamburger Steak,"¥1,000","¥1,999",¥0,¥999,3.27,3.11,3.18,67,35.00875081,135.7626903,TRUE
482,tonkotsunabetogyouzaenraku,とんこつ鍋と餃子 縁楽,Shijo,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.04,3.04,,3,35.00220949,135.7584793,TRUE
483,Ryuuan,りゅう庵,Gion Shijo,Yakiniku (BBQ Beef),Japanese food (other),"¥6,000","¥7,999","¥1,000","¥1,999",3.22,3.06,3.41,15,35.00470336,135.7724647,TRUE
484,Ace cafe,エース カフェ,Sanjo,Cafe,Dining bar,"¥3,000","¥3,999",,,3.09,3.1,3,67,35.00995166,135.7706984,TRUE
485,Resutoranrejina,レストラン レジーナ,Kyoto,Western Food (Other),Buffet style,¥0,¥999,"¥1,000","¥1,999",3.03,3,3.04,11,34.98808653,135.7565526,FALSE
486,Akasaki,あかさき,Shichijo,Izakaya (Tavern),Kyoto Cuisine,"¥4,000","¥4,999",,,3.05,3.04,3.04,4,34.98940652,135.7630119,TRUE
487,Ozabu,おざぶ,Sanjo,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.06,3.07,,7,35.00885956,135.7711115,TRUE
488,Sutekiandodainaburuba,ステーキ ダイナー ブルバル,Saiin,Bar,Steak,"¥2,000","¥2,999",,,3.04,3.04,,2,35.00278561,135.7302585,TRUE
489,Yakinikuyoshimi,焼肉 嘉,Jingu Marutamachi,Yakiniku (BBQ Beef),Steak,"¥8,000","¥9,999","¥1,000","¥1,999",3.58,3.59,3.39,18,35.01738272,135.7696121,TRUE
490,sute-kihausupondo,ステーキハウス 听 本店,Marutamachi,Steak,Hamburger Steak,"¥4,000","¥4,999","¥1,000","¥1,999",3.2,3.2,3.07,41,35.01487177,135.7592564,TRUE
491,Gyouzamatsukichi,餃子 松吉,Kitano Hakubaicho,Dumplings,Izakaya (Tavern),"¥2,000","¥2,999",,,3.07,3.08,,2,35.02514151,135.7439886,TRUE
492,Pontochounabariya,先斗町　隠家,Gion Shijo,Italian,Wine bar,"¥4,000","¥4,999",,,3.3,3.3,,9,35.00437289,135.7710062,FALSE
493,Kamehameha,かめはめは,Kawaramachi,Okonomiyaki,Teppanyaki,"¥2,000","¥2,999","¥1,000","¥1,999",3.05,3.06,,2,35.00565733,135.7667151,TRUE
494,Bunta,ぶん太,Nagaoka Tenjin,Izakaya (Tavern),Chanko Nabe (Sumo Wrestlers Hot Pot),"¥3,000","¥3,999",,,3.02,3.02,,2,34.9260685,135.6962846,TRUE
495,Bejitejiya,ベジテジや 四条烏丸店,Shijo,Korean cuisine,Yakiniku (BBQ Beef),"¥3,000","¥3,999",,,3.5,3.5,,55,35.00256415,135.7570313,FALSE
496,Juujuu,寿寿,Kyoto,Yakiniku (BBQ Beef),Japanese food (other),"¥3,000","¥3,999",,,3.03,3.03,,12,34.98361453,135.7579907,TRUE
497,Kuuan,空庵,Kawaramachi,Izakaya (Tavern),Creative cuisine,"¥3,000","¥3,999",¥0,¥999,3.04,3.04,,3,35.00297788,135.7662786,TRUE
498,L'ajitto,L’ajitto,Marutamachi,Teppanyaki,Okonomiyaki,"¥8,000","¥9,999","¥2,000","¥2,999",3.23,3.23,,7,35.01359837,135.7637789,TRUE
499,Aburaya,あぶらや,Uji,Izakaya (Tavern),Kushi-age (Fried Skewer),"¥3,000","¥3,999",,,3.05,3.05,,5,34.8876733,135.799915,TRUE
500,yakitorisutandosakabakadofuku,焼き鳥スタンド酒場 角福,Shijo,Izakaya (Tavern),Japanese food (other),"¥2,000","¥2,999",,,3.28,3.28,,5,35.00217644,135.7581921,TRUE
501,Kyoutosakagurakan,京都酒蔵館,Shijo,Izakaya (Tavern),Bar,"¥3,000","¥3,999","¥2,000","¥2,999",3.25,3.15,3.21,8,35.00139375,135.7583832,TRUE
502,Sutekihanasato,ステーキ花郷 祇園店,Gion Shijo,Steak,Teppanyaki,"¥20,000","¥29,999","¥6,000","¥7,999",3.17,3.06,3.33,5,35.00574969,135.7756346,TRUE
503,Tawaterasu,タワーテラス,Kyoto,Buffet style,Kaiseki (Traditional Japanese),"¥4,000","¥4,999","¥2,000","¥2,999",3.35,3.09,3.5,29,34.98758746,135.7593276,TRUE
504,Gionshimbashinakatani,祇園新橋 中谷,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥8,000","¥9,999","¥3,000","¥3,999",3.56,3.55,3.31,8,35.00596984,135.7744288,TRUE
505,Orudohonkonresutorankyouto,老香港酒家京都,Shijo,Chinese,Cantonese Cuisine,"¥10,000","¥14,999","¥1,000","¥1,999",3.88,4.04,3.61,148,35.00315024,135.7591228,FALSE
506,Okonomiyakitsuruhashifuugetsu,お好み焼き 鶴橋風月 京都ヨドバシ店,Kyoto,Izakaya (Tavern),Okonomiyaki,"¥1,000","¥1,999",¥0,¥999,3.09,3.07,3.09,21,34.98820823,135.7591118,TRUE
507,Yakinikuyaruki,焼肉やる気 四条河原町店,Gion Shijo,Yakiniku (BBQ Beef),Steak,"¥2,000","¥2,999","¥1,000","¥1,999",3.07,3.08,3.06,29,35.00367313,135.7708413,TRUE
508,trattoria sette,トラットリア セッテ ハイアット リージェンシー 京都,Shichijo,Italian,Pizza,"¥5,000","¥5,999","¥2,000","¥2,999",3.57,3.55,3.52,112,34.98852566,135.7732859,FALSE
509,Kurosuke,くろすけ,Kitano Hakubaicho,Tofu,Yuba,"¥6,000","¥7,999","¥3,000","¥3,999",3.09,3.08,3.08,26,35.03069004,135.7372935,TRUE
510,Imozou,芋蔵 京都木屋町店,Gion Shijo,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.05,3.06,,6,35.00460639,135.7703865,TRUE
511,Denen,DEN-EN,Sanjo,Dining bar,Bar,"¥2,000","¥2,999",,,3.04,3,3.05,15,35.00851179,135.7695281,TRUE
512,Kenzoesuteitowainarigionten,ケンゾーエステイトワイナリー 祇園店,Gion Shijo,Italian,Wine bar,"¥8,000","¥9,999","¥3,000","¥3,999",3.61,3.62,3.1,18,35.00418944,135.7742622,FALSE
513,Osteria Bastille,オステリア・バスティーユ,Karasuma,Italian,French,"¥4,000","¥4,999","¥1,000","¥1,999",3.42,3.2,3.49,86,35.00622577,135.7607872,FALSE
514,IN THE GREEN,イン・ザ・グリーン,Kitayama,Italian,Pizza,"¥3,000","¥3,999","¥1,000","¥1,999",3.52,3.41,3.54,101,35.05082662,135.7642857,FALSE
515,Ajoiichanchi,agio.iichan.chi,Fushimi Momoyama,Dining bar,Cafe,"¥2,000","¥2,999",¥0,¥999,3.08,3.03,3.11,40,34.93310001,135.7623924,TRUE
516,Kitayamafuurin,きたやま風凛,Kitayama,Kaiseki (Traditional Japanese),Seafood,"¥6,000","¥7,999","¥2,000","¥2,999",3.05,3.05,,1,35.05316385,135.7631368,TRUE
517,burassuri-kontowa-ru,ブラッスリー・コントワール,Nishioji,Izakaya (Tavern),Bistro,"¥3,000","¥3,999",¥0,¥999,3.53,3.53,3.38,16,34.9806969,135.7324646,TRUE
518,Honmamonwagyu-sakanaya-hirari,ほんまもん和牛 肴家 ひらり,Kawaramachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999",,,3.17,3.17,3,13,35.00586291,135.7698284,TRUE
519,Manchou,萬長,Myoshinji,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥4,000","¥4,999","¥2,000","¥2,999",3.07,3.05,3.07,12,35.0259283,135.7198404,TRUE
520,Risutoranteoraegion,リストランテ オラエ祇園,Gion Shijo,Italian,Pasta,"¥10,000","¥14,999","¥4,000","¥4,999",3.59,3.59,3.06,13,35.00573438,135.7732834,FALSE
521,Taishuunikubarujuu,大衆肉バル 7+3,Sai,Bar,Steak,"¥3,000","¥3,999",,,3.05,3.05,,3,35.00554953,135.7334462,TRUE
522,Oyajinokura,おやじの蔵,Kyoto Shiyakusho Mae,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.04,3.04,,6,35.00936031,135.7694622,TRUE
523,Occobe.,オッコベー,Higashiyama,Italian,Pasta,"¥3,000","¥3,999",¥0,¥999,3,3,3,7,35.00930659,135.7787706,FALSE
524,itariamba-rukimuraya,Italian BAR KIMURAYA 京都駅前店,Kyoto,Italian,Bar,"¥2,000","¥2,999",,,3.08,3.08,,28,34.98743444,135.760092,FALSE
525,Cafe Restaurant Le Temps,ル・タン,Kyoto,Buffet style,Cafe,"¥5,000","¥5,999","¥2,000","¥2,999",3.46,3.26,3.5,129,34.98607763,135.7595913,TRUE
526,sushidainingudaihachi,Sushi Dining 大八,Karasuma,Sushi,Creative cuisine,"¥5,000","¥5,999",,,3.06,3.06,,5,35.00439509,135.7582895,TRUE
527,Umayakinikusemmontensakuratomomiji,馬焼肉専門店 桜とmomiji 本店,Sanjo,Yakiniku (BBQ Beef),Meat dishes,"¥4,000","¥4,999",,,3.53,3.53,,26,35.00740191,135.769742,TRUE
528,kyoutofushimigurapontochouminamian,京都伏見蔵 先斗町 南庵,Gion Shijo,Izakaya (Tavern),Japanese food (other),"¥4,000","¥4,999","¥1,000","¥1,999",3,3,3.05,4,35.00491776,135.7710628,TRUE
529,Gempinfugushijoukarasumanoseki,玄品ふぐ 四条烏丸の関,Karasuma,Izakaya (Tavern),Fugu (Blowfish),"¥4,000","¥4,999","¥3,000","¥3,999",3.05,3.05,,9,35.00293273,135.7626203,TRUE
530,Shou,嘗〜miso〜,Marutamachi,Oden,Izakaya (Tavern),"¥4,000","¥4,999",,,3.35,3.35,,11,35.0172662,135.7574923,TRUE
531,Nikujuuhachi,肉十八 六地蔵店,Rokujizo,Yakiniku (BBQ Beef),,"¥2,000","¥2,999",,,3,3,,6,34.93212774,135.7988201,TRUE
532,Gori's Kitchen,ゴリーズ キッチン,Jujo,Italian,Pizza,"¥3,000","¥3,999",¥0,¥999,3.05,3.05,,10,34.971404,135.7484579,FALSE
533,Tenkanoyakinikudaishougun,天下の焼肉 大将軍 京都駅前店,Kyoto,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999",¥0,¥999,3.05,3.05,3.04,19,34.98746775,135.758863,FALSE
534,Kameya,かめや 西店,Saiin,Crab,Fugu (Blowfish),"¥4,000","¥4,999","¥2,000","¥2,999",3.02,3,3.03,10,35.0037833,135.731259,TRUE
535,giombashunrou,祇園 馬春楼,Gion Shijo,Meat dishes,Regional Cuisine (Other),"¥8,000","¥9,999",,,3.06,3.07,,13,35.00620885,135.7727805,TRUE
536,Chishokufu,知食府,Emmachi,Chinese,Sichuan Cuisine,"¥2,000","¥2,999",¥0,¥999,3.06,3.03,3.06,9,35.01722353,135.7316408,FALSE
537,eetokodori,ええとこどり 京都西大路駅前店,Nishioji,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",,,3.05,3.06,,1,34.98011196,135.7323402,TRUE
538,Kasuian,花水庵,Higashiyama,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥3,000","¥3,999",3.06,3.06,3.04,7,35.00459369,135.7803028,TRUE
539,Mimasuyamonami,ミマスヤ モナミ,Kawaramachi,Creative cuisine,Kyoto Cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.49,3.42,3.48,18,35.00068041,135.7694315,TRUE
540,Juunikiyakan,十二季家 歓 京都店,Kyoto,Izakaya (Tavern),Kyoto Cuisine,"¥2,000","¥2,999",¥0,¥999,3.06,3.06,3,31,34.98351653,135.7604797,TRUE
541,kunseitojibi-ruwachi,燻製と地ビール 和知,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3.51,3.51,,110,35.00468097,135.7624127,TRUE
542,Torihime,とりひめ 河原町店,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",,,3,3,,35,35.00506271,135.7694313,TRUE
543,Cafe Lavender,カフェ ラベンダー,Nijo,Buffet style,Izakaya (other),"¥1,000","¥1,999","¥1,000","¥1,999",3.04,3.04,3.02,2,35.01501784,135.7422042,TRUE
544,Kyoutobatake,きょうと畑,Kyoto,Shabu Shabu (Japanese Steamboat),Izakaya (Tavern),"¥3,000","¥3,999","¥2,000","¥2,999",3.03,3.03,,11,34.98743221,135.7600909,TRUE
545,Fesshimon,フェッシモン・・・,Keihan Yamashina,Italian,Bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.05,3.05,,1,34.99005808,135.8095675,FALSE
546,nikuyaoushin,肉家 桜真,Karasuma Oike,Yakiniku (BBQ Beef),Kyoto Cuisine,"¥8,000","¥9,999",,,3.58,3.58,,23,35.01160487,135.75793,TRUE
547,Sumibirobataikoru,炭火炉端イコール,Shijo,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.04,3.04,,1,35.00217922,135.7581901,TRUE
548,Hisa,長崎ちゃんぽん・皿うどん専門店 尚,Emmachi,Champon Noodle,Ramen,"¥1,000","¥1,999",¥0,¥999,3.38,3.06,3.38,24,35.01840855,135.7241341,TRUE
549,Horumondaigorou,ほるもん大五郎,Gion Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3.44,3.44,,4,35.00424178,135.7742787,TRUE
550,Hikohachi,彦八,Gion Shijo,Sushi,Seafood,"¥5,000","¥5,999","¥1,000","¥1,999",3.04,3.04,3.04,7,35.00041863,135.7773361,TRUE
551,Matsusakagyuuwattsu,松阪牛 What’s,Karasuma Oike,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥8,000","¥9,999",,,3.26,3.09,3.38,43,35.00839004,135.7580056,TRUE
552,FORTUNE GARDEN KYOTO,フォーチュンガーデンキョウト,Kyoto Shiyakusho Mae,Bistro,Western Cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.59,3.58,3.56,107,35.01251746,135.7687518,FALSE
553,Enrian,えんり庵 大手筋店,Fushimi Momoyama,Creative cuisine,Japanese food (other),"¥4,000","¥4,999","¥1,000","¥1,999",3,3,,8,34.93281313,135.7641537,TRUE
554,kyuushuusakabaajito,九州酒場 あじと,Nishi Maizuru,Izakaya (Tavern),Fowl,"¥4,000","¥4,999",,,3.03,3.04,,3,35.44508405,135.3278849,TRUE
555,Heso,へそ 京都駅前店,Kyoto,Standing style soba,Izakaya (Tavern),"¥1,000","¥1,999",¥0,¥999,3.35,3.33,3.08,54,34.98908148,135.7601903,TRUE
556,Kyounozenkuruma,京の禅 車 四条烏丸店,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),"¥4,000","¥4,999","¥1,000","¥1,999",3.52,3.35,3.54,42,35.00191599,135.7626406,TRUE
557,oushuuizakayabiruzu,欧州居酒屋 Bill’s,Fushimi Momoyama,Izakaya (Tavern),Pizza,"¥3,000","¥3,999",,,3.03,3.03,3,5,34.93317056,135.7625785,TRUE
558,Aburishibuya,あぶり渋屋 山科駅前店,Keihan Yamashina,Izakaya (Tavern),Robatayaki,"¥5,000","¥5,999",,,3.05,3.05,,4,34.98952992,135.8162126,TRUE
559,Norakuro,まちかどマルシェ Norakuro,Nishioji,Italian,Bistro,"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3.06,3.06,10,34.98688463,135.7362324,FALSE
560,Fuubitosuuro,ふうびとすうろ,Kawaramachi,Bar,Steak,"¥3,000","¥3,999",,,3.29,3.29,,13,35.00249902,135.7649823,TRUE
561,Kaisendokorowatanabeya,海鮮処 わたなべや,Karasuma Oike,Seafood,Izakaya (Tavern),"¥4,000","¥4,999",,,3.06,3.06,,13,35.01219237,135.7613383,TRUE
562,Gioniwamoto,祇園　岩元,Gion Shijo,Kyoto Cuisine,Kappo (Traditional Japanese),"¥10,000","¥14,999","¥4,000","¥4,999",3.63,3.54,3.68,18,35.00262919,135.775209,TRUE
